Marca temporal,Escull el teu idioma / Escoge tu idioma / Choose your language,Gènere,Nacionalitat,"Has finalitzat, o estas actualment cursant, estudis superiors STEM?","El teu referent 1 (Pares, mares,tutors,...)ha finalitzat estudis superiors?","En cas afirmatiu, estan aquests enfocats en l’àmbit STEM?","El teu referent 2 (Pares, mares,tutors,...) ha finalitzat estudis superiors?","En cas afirmatiu, estan aquests enfocats en l’àmbit STEM?",Consideres que els estudis d’algun del teus referents o d’amdós t’han condicionat a l’hora d’escollir els teus estudis superiors?,Género,Nacionalidad,"¿Has finalizado, o estás actualmente cursando, estudios superiores STEM?","¿Tu referente 1 (Padres, madres,tutores...) ha finalizado estudios superiores?","En caso afirmativo, ¿pertenecen al ámbito STEM?","¿Tu referente 2 (padres,madres,tutores...) ha finalizado estudios superiores?","En caso afirmativo, ¿pertenecen al ámbito STEM?",¿Consideras que los estudios de alguno de tus referentes o de ambos te han condicionado a la hora de escoger tus estudios superiores?,Gender,Nationality,"Have you completed, or are you currently pursuing, STEM higher education?",Has your first mentor (Fathers/mothers/tutors) completed their higher education?,"If so, are the studies STEM-focused?",Has your second mentor (Fathers/mothers/tutors) completed their higher education?,"If so, are the studies STEM-focused?",Do you consider that your mentors’ studies have influenced you when choosing your career? 
30/12/2020 12:52:21,Cat,Dona,Espanyola,Sí,Sí,No,Sí,No,No,,,,,,,,,,,,,,,,
31/12/2020 9:49:15,Cat,Dona,Espanyola,Sí,Sí,Sí,Sí,Sí,No,,,,,,,,,,,,,,,,
31/12/2020 14:44:44,Cat,Dona,Espanyola,Sí,Sí,No,Sí,No,Sí,,,,,,,,,,,,,,,,
5/01/2021 9:38:34,Cat,Dona,Espanyola,Sí,Sí,No,No,,Sí,,,,,,,,,,,,,,,,
7/01/2021 13:29:24,Cat,Home,Espanyola,No,Sí,No,Sí,No,Sí,,,,,,,,,,,,,,,,
9/01/2021 12:22:03,Cat,Dona,Espanyola,Sí,Sí,No,Sí,No,No,,,,,,,,,,,,,,,,
9/01/2021 12:22:34,Cat,Dona,Espanyola,Sí,Sí,Sí,Sí,Sí,No,,,,,,,,,,,,,,,,
9/01/2021 13:02:09,Cat,Home,Espanyola,Sí,No,No,No,,No,,,,,,,,,,,,,,,,
9/01/2021 14:06:02,Cat,Home,Espanyola,Sí,No,,No,,No,,,,,,,,,,,,,,,,
9/01/2021 17:56:21,Esp,Mujer,Española,Sí,No,,No,,No,,,,,,,,,,,,,,,,
9/01/2021 22:50:46,Cat,Home,Italiá,Sí,No,,No,,No,,,,,,,,,,,,,,,,
9/01/2021 23:19:04,Cat,Home,Espanyola,Sí,No,No,No,No,No,,,,,,,,,,,,,,,,
10/01/2021 8:30:44,Cat,Home,Espanyola,Sí,No,,No,,No,,,,,,,,,,,,,,,,
22/02/2021 19:32:08,Cat,Home,Espanyola,Sí,Sí,Sí,No,,No,,,,,,,,,,,,,,,,
22/02/2021 19:46:55,Cat,Dona,Catalana,Sí,No,,No,,No,,,,,,,,,,,,,,,,
22/02/2021 20:01:42,Cat,Home,Espanyola,Sí,Sí,Sí,Sí,Sí,No,,,,,,,,,,,,,,,,
22/02/2021 20:08:56,Cat,Dona,Espanyola,No,Sí,No,No,,Sí,,,,,,,,,,,,,,,,
22/02/2021 20:14:02,Cat,Home,Espanyola,Sí,No,,No,,No,,,,,,,,,,,,,,,,
22/02/2021 20:19:21,Cat,Home,Espanyola,Sí,No,,No,,No,,,,,,,,,,,,,,,,
22/02/2021 20:21:30,Cat,Dona,Espanyola,Sí,No,,No,,No,,,,,,,,,,,,,,,,
22/02/2021 20:26:06,Cat,Home,Catalana,Sí,No,No,No,No,No,,,,,,,,,,,,,,,,
22/02/2021 20:29:05,Cat,Home,Espanyola,No,No,No,No,No,No,,,,,,,,,,,,,,,,
22/02/2021 20:46:34,Cat,Dona,Espanyola,No,No,,No,,No,,,,,,,,,,,,,,,,
22/02/2021 20:47:00,Cat,Dona,Espanyola,No,Sí,No,Sí,No,Sí,,,,,,,,,,,,,,,,
22/02/2021 20:53:09,Esp,,,,,,,,,Mujer,Española,No,No,No,No,No,Sí,,,,,,,,
22/02/2021 21:06:33,Esp,,,,,,,,,Mujer,Española,No,Sí,No,Sí,No,Sí,,,,,,,,
22/02/2021 21:10:59,Cat,Dona,Espanyola,No,No,,No,,No,,,,,,,,,,,,,,,,
22/02/2021 21:13:45,Esp,,,,,,,,,Mujer,Española,No,Sí,Sí,Sí,Sí,No,,,,,,,,
22/02/2021 21:15:04,Cat,Dona,Espanyola,No,Sí,No,Sí,No,No,,,,,,,,,,,,,,,,
22/02/2021 21:16:31,Esp,,,,,,,,,Hombre,Española,Sí,Sí,No,No,No,No,,,,,,,,
22/02/2021 21:21:56,Cat,Home,Espanyola,Sí,Sí,No,Sí,No,No,,,,,,,,,,,,,,,,
22/02/2021 21:47:23,Esp,,,,,,,,,Mujer,Española,No,No,No,No,No,No,,,,,,,,
22/02/2021 21:54:31,Cat,Home,Espanyola,Sí,Sí,No,Sí,No,No,,,,,,,,,,,,,,,,
22/02/2021 21:54:52,Esp,,,,,,,,,Mujer,Española,No,Sí,Sí,Sí,No,No,,,,,,,,
22/02/2021 22:12:26,Cat,Home,Espanyola,Sí,Sí,No,No,,No,,,,,,,,,,,,,,,,
22/02/2021 22:18:50,Cat,Home,Espanyola,Sí,Sí,Sí,Sí,No,No,,,,,,,,,,,,,,,,
22/02/2021 22:20:00,Esp,,,,,,,,,Mujer,Española,No,Sí,No,No,No,No,,,,,,,,
22/02/2021 22:23:55,Cat,Home,Espanyola,Sí,Sí,Sí,No,,Sí,,,,,,,,,,,,,,,,
22/02/2021 22:50:48,Cat,Home,Espanyola,Sí,Sí,Sí,Sí,Sí,Sí,,,,,,,,,,,,,,,,
22/02/2021 22:57:33,Esp,,,,,,,,,Hombre,Española,Sí,No,No,No,No,No,,,,,,,,
22/02/2021 23:05:22,Cat,Dona,Espanyola,No,No,,No,,No,,,,,,,,,,,,,,,,
22/02/2021 23:05:33,Cat,Home,Espanyola,No,No,,No,,Sí,,,,,,,,,,,,,,,,
22/02/2021 23:06:56,Cat,Home,Espanyola,Sí,No,,No,,No,,,,,,,,,,,,,,,,
22/02/2021 23:08:02,Cat,Dona,Espanyola,No,Sí,No,No,,Sí,,,,,,,,,,,,,,,,
22/02/2021 23:17:24,Cat,Dona,Espanyola,Sí,Sí,No,Sí,No,No,,,,,,,,,,,,,,,,
22/02/2021 23:19:52,Cat,Dona,Espanyola,No,No,No,No,No,No,,,,,,,,,,,,,,,,
22/02/2021 23:44:43,Cat,Home,Espanyola,Sí,No,,No,,No,,,,,,,,,,,,,,,,
22/02/2021 23:46:17,Esp,,,,,,,,,Mujer,Española,Sí,Sí,Sí,Sí,No,No,,,,,,,,
23/02/2021 0:07:44,Cat,Home,Espanyola,Sí,No,,No,,No,,,,,,,,,,,,,,,,
23/02/2021 0:13:02,Esp,,,,,,,,,Hombre,Española,Sí,No,,No,,No,,,,,,,,
23/02/2021 0:34:45,Cat,Dona,Espanyola,Sí,No,,No,,No,,,,,,,,,,,,,,,,
23/02/2021 0:43:57,Cat,Home,Espanyola,No,Sí,No,No,No,No,,,,,,,,,,,,,,,,
23/02/2021 2:39:05,Esp,,,,,,,,,Hombre,Mexicana,Sí,Sí,Sí,Sí,Sí,No,,,,,,,,
23/02/2021 6:11:50,Cat,Home,Espanyola,Sí,Sí,Sí,No,,No,,,,,,,,,,,,,,,,
23/02/2021 6:17:26,Cat,Dona,Espanyola,Sí,Sí,No,Sí,No,No,,,,,,,,,,,,,,,,
23/02/2021 6:24:38,Cat,Home,Espanyola,Sí,Sí,Sí,Sí,No,Sí,,,,,,,,,,,,,,,,
23/02/2021 6:41:06,Cat,Home,Espanyola,Sí,No,,No,,No,,,,,,,,,,,,,,,,
23/02/2021 7:14:40,Esp,,,,,,,,,Hombre,Española,Sí,No,,,,No,,,,,,,,
23/02/2021 7:45:11,Esp,,,,,,,,,Hombre,Española,No,No,No,No,No,Sí,,,,,,,,
23/02/2021 7:52:11,Esp,,,,,,,,,Mujer,Española,Sí,Sí,Sí,Sí,Sí,Sí,,,,,,,,
23/02/2021 7:57:27,Cat,Dona,Espanyola,Sí,Sí,Sí,Sí,Sí,Sí,,,,,,,,,,,,,,,,
23/02/2021 7:59:14,Esp,,,,,,,,,Hombre,Española,No,Sí,No,Sí,No,No,,,,,,,,
23/02/2021 8:11:44,Cat,Home,Espanyola,No,No,,No,,No,,,,,,,,,,,,,,,,
23/02/2021 8:30:29,Cat,Home,Espanyola,Sí,Sí,No,No,,No,,,,,,,,,,,,,,,,
23/02/2021 9:20:26,Esp,,,,,,,,,Hombre,Española,Sí,Sí,Sí,Sí,No,Sí,,,,,,,,
23/02/2021 9:30:48,Cat,Dona,Espanyola,Sí,Sí,Sí,Sí,No,Sí,,,,,,,,,,,,,,,,
23/02/2021 9:56:55,Cat,Dona,Espanyola,No,Sí,No,Sí,No,No,,,,,,,,,,,,,,,,
23/02/2021 9:58:49,Cat,Dona,Espanyola,Sí,No,Sí,Sí,Sí,Sí,,,,,,,,,,,,,,,,
23/02/2021 10:01:19,Cat,Dona,Espanyola,No,No,No,No,No,No,,,,,,,,,,,,,,,,
23/02/2021 10:02:16,Cat,Home,Espanyola,Sí,Sí,Sí,Sí,No,No,,,,,,,,,,,,,,,,
23/02/2021 10:16:29,Cat,Home,Catalana,Sí,No,,No,,No,,,,,,,,,,,,,,,,
23/02/2021 10:19:56,Cat,Dona,Espanyola,Sí,Sí,Sí,Sí,Sí,Sí,,,,,,,,,,,,,,,,
23/02/2021 10:41:39,Esp,,,,,,,,,Hombre,Española,Sí,No,No,Sí,No,No,,,,,,,,
23/02/2021 10:42:08,Cat,Home,Espanyola,Sí,Sí,No,,,No,,,,,,,,,,,,,,,,
23/02/2021 10:47:13,Esp,,,,,,,,,Mujer,Española,Sí,Sí,No,Sí,No,Sí,,,,,,,,
23/02/2021 10:51:09,Esp,,,,,,,,,Mujer,Española,No,Sí,No,Sí,No,Sí,,,,,,,,
23/02/2021 10:59:16,Esp,,,,,,,,,Hombre,Española,Sí,No,No,No,No,No,,,,,,,,
23/02/2021 11:24:46,Cat,Dona,Espanyola,No,Sí,No,Sí,Sí,No,,,,,,,,,,,,,,,,
23/02/2021 11:49:40,Cat,Home,Espanyola,Sí,No,,No,,No,,,,,,,,,,,,,,,,
23/02/2021 12:58:45,Esp,,,,,,,,,Mujer,Española,Sí,No,,No,,No,,,,,,,,
23/02/2021 13:08:01,Esp,,,,,,,,,Mujer,Boliviana,No,Sí,Sí,Sí,No,Sí,,,,,,,,
23/02/2021 13:22:34,Cat,No-Binari,Espanyola,Sí,Sí,Sí,Sí,No,Sí,,,,,,,,,,,,,,,,
23/02/2021 13:26:54,Cat,Home,Espanyola,Sí,Sí,No,No,,No,,,,,,,,,,,,,,,,
23/02/2021 13:31:54,Esp,,,,,,,,,Hombre,Española,Sí,No,No,Sí,No,No,,,,,,,,
23/02/2021 14:17:39,Esp,,,,,,,,,Hombre,Española,Sí,Sí,Sí,Sí,Sí,Sí,,,,,,,,
23/02/2021 14:29:03,Cat,Home,Espanyola,Sí,Sí,No,No,,No,,,,,,,,,,,,,,,,
23/02/2021 15:42:47,Cat,Dona,Espanyola,Sí,No,No,Sí,Sí,Sí,,,,,,,,,,,,,,,,
23/02/2021 16:35:25,Esp,,,,,,,,,Hombre,Española,Sí,Sí,Sí,Sí,No,No,,,,,,,,
23/02/2021 16:57:48,Cat,Dona,Espanyola,Sí,No,,No,,No,,,,,,,,,,,,,,,,
23/02/2021 18:19:16,Cat,Home,Espanyola,Sí,Sí,Sí,No,,Sí,,,,,,,,,,,,,,,,
23/02/2021 19:56:05,Cat,Dona,Espanyola,No,No,No,No,No,Sí,,,,,,,,,,,,,,,,
23/02/2021 21:31:29,Cat,Dona,Espanyola,Sí,No,,No,,No,,,,,,,,,,,,,,,,
24/02/2021 6:56:14,Cat,Home,Espanyola,Sí,No,,No,,No,,,,,,,,,,,,,,,,
24/02/2021 9:09:30,Cat,Dona,Espanyola,No,No,No,No,No,No,,,,,,,,,,,,,,,,
24/02/2021 9:13:02,Cat,Home,Espanyola,Sí,Sí,Sí,No,Sí,No,,,,,,,,,,,,,,,,
24/02/2021 12:50:28,Esp,,,,,,,,,Mujer,Española,Sí,Sí,Sí,Sí,Sí,No,,,,,,,,
24/02/2021 16:39:37,Esp,,,,,,,,,Mujer,Colombiana,Sí,Sí,No,No,No,Sí,,,,,,,,
24/02/2021 21:36:13,Esp,,,,,,,,,Hombre,Española,Sí,Sí,Sí,No,,Sí,,,,,,,,
24/02/2021 22:57:33,Eng,,,,,,,,,,,,,,,,,Female,USA,Yes,No,Yes,Yes,Yes,Yes
24/02/2021 23:27:59,Esp,,,,,,,,,Mujer,Española,Sí,Sí,No,Sí,Sí,Sí,,,,,,,,
25/02/2021 9:29:21,Cat,Dona,Espanyola,Sí,Sí,Sí,No,No,Sí,,,,,,,,,,,,,,,,
25/02/2021 16:40:00,Esp,,,,,,,,,Hombre,Española,Sí,No,,No,,No,,,,,,,,
26/02/2021 9:41:27,Cat,Home,Català,No,No,,No,,No,,,,,,,,,,,,,,,,
26/02/2021 9:42:06,Cat,Home,Espanyola,Sí,Sí,Sí,Sí,No,No,,,,,,,,,,,,,,,,
26/02/2021 9:47:11,Cat,Home,Espanyola,Sí,No,,No,,No,,,,,,,,,,,,,,,,
26/02/2021 10:02:00,Cat,Home,Espanyola,Sí,Sí,Sí,Sí,Sí,Sí,,,,,,,,,,,,,,,,
26/02/2021 10:18:20,Cat,Home,Puta espanyola,Sí,No,,No,,Sí,,,,,,,,,,,,,,,,
26/02/2021 10:31:22,Cat,Home,Espanyola,No,No,No,No,No,No,,,,,,,,,,,,,,,,
26/02/2021 10:32:11,Esp,,,,,,,,,Hombre,Española,Sí,Sí,Sí,Sí,Sí,Sí,,,,,,,,
26/02/2021 10:40:42,Cat,Dona,Espanyola,Sí,Sí,Sí,No,,No,,,,,,,,,,,,,,,,
26/02/2021 10:40:53,Cat,Home,Espanyola,Sí,Sí,Sí,No,No,No,,,,,,,,,,,,,,,,
26/02/2021 10:48:26,Cat,Dona,Espanyola,No,Sí,Sí,Sí,No,No,,,,,,,,,,,,,,,,
26/02/2021 10:58:15,Cat,Home,Espanyola,Sí,No,,Sí,Sí,No,,,,,,,,,,,,,,,,
26/02/2021 11:05:26,Cat,Dona,Espanyola,No,Sí,No,Sí,No,No,,,,,,,,,,,,,,,,
26/02/2021 11:14:26,Cat,Dona,Espanyola,Sí,No,,Sí,No,No,,,,,,,,,,,,,,,,
26/02/2021 11:31:06,Cat,Home,Espanyola,Sí,No,,No,,No,,,,,,,,,,,,,,,,
26/02/2021 11:42:56,Cat,Home,Espanyola,Sí,Sí,No,Sí,No,No,,,,,,,,,,,,,,,,
26/02/2021 11:59:13,Cat,Home,Espanyola,Sí,No,,No,,No,,,,,,,,,,,,,,,,
26/02/2021 12:03:07,Cat,Home,Espanyola,Sí,Sí,No,Sí,No,No,,,,,,,,,,,,,,,,
26/02/2021 12:49:09,Cat,Dona,Espanyola,Sí,Sí,No,No,,No,,,,,,,,,,,,,,,,
26/02/2021 14:47:42,Cat,Home,Espanyola,Sí,No,No,No,,Sí,,,,,,,,,,,,,,,,
26/02/2021 14:53:04,Cat,Home,Espanyola,Sí,No,No,No,No,No,,,,,,,,,,,,,,,,
26/02/2021 17:35:10,Cat,Home,Espanyola,Sí,Sí,No,Sí,No,No,,,,,,,,,,,,,,,,
26/02/2021 19:51:05,Cat,Dona,Espanyola,Sí,No,No,No,No,No,,,,,,,,,,,,,,,,
27/02/2021 0:17:51,Esp,,,,,,,,,Hombre,Española,Sí,No,,No,,No,,,,,,,,
27/02/2021 5:08:43,Cat,Dona,Espanyola,Sí,Sí,No,Sí,No,No,,,,,,,,,,,,,,,,
27/02/2021 8:55:30,Cat,Dona,Espanyola,Sí,No,,Sí,Sí,No,,,,,,,,,,,,,,,,
27/02/2021 10:29:51,Cat,Dona,Espanyola,Sí,No,No,No,No,No,,,,,,,,,,,,,,,,
27/02/2021 10:34:09,Cat,Dona,Espanyola,No,Sí,No,Sí,No,No,,,,,,,,,,,,,,,,
28/02/2021 12:36:22,Cat,Dona,Espanyola,Sí,Sí,Sí,Sí,No,Sí,,,,,,,,,,,,,,,,
28/02/2021 21:36:19,Cat,Dona,Espanyola,No,Sí,No,No,,No,,,,,,,,,,,,,,,,
28/02/2021 21:36:33,Esp,,,,,,,,,Mujer,Española,Sí,No,No,No,No,No,,,,,,,,
28/02/2021 21:42:17,Cat,Dona,Espanyola,Sí,No,,No,,No,,,,,,,,,,,,,,,,
28/02/2021 22:17:26,Cat,Home,Espanyola,Sí,Sí,Sí,Sí,Sí,No,,,,,,,,,,,,,,,,
28/02/2021 23:11:27,Cat,Home,Espanyola,Sí,No,,No,,No,,,,,,,,,,,,,,,,
1/03/2021 0:10:14,Cat,Dona,Espanyola,No,No,No,No,No,No,,,,,,,,,,,,,,,,
1/03/2021 16:27:04,Esp,,,,,,,,,Hombre,Española,Sí,No,No,No,No,No,,,,,,,,
1/03/2021 19:47:37,Cat,Home,Espanyola,No,Sí,No,Sí,No,No,,,,,,,,,,,,,,,,
2/03/2021 9:01:52,Cat,Home,Espanyola,Sí,No,,No,,No,,,,,,,,,,,,,,,,
2/03/2021 13:45:05,Cat,Dona,Espanyola,Sí,No,,No,,No,,,,,,,,,,,,,,,,
3/03/2021 8:43:00,Cat,Dona,Espanyola,No,Sí,No,Sí,No,No,,,,,,,,,,,,,,,,
3/03/2021 9:06:46,Cat,Dona,Espanyola,No,Sí,No,Sí,No,Sí,,,,,,,,,,,,,,,,
3/03/2021 9:25:14,Cat,Home,Espanyola,Sí,Sí,Sí,No,,No,,,,,,,,,,,,,,,,
3/03/2021 10:22:18,Cat,Dona,Espanyola,No,No,,No,,No,,,,,,,,,,,,,,,,
3/03/2021 10:32:26,Cat,Dona,Espanyola,Sí,Sí,No,Sí,Sí,No,,,,,,,,,,,,,,,,
3/03/2021 11:39:15,Cat,Dona,Espanyola,No,Sí,Sí,No,No,No,,,,,,,,,,,,,,,,
3/03/2021 14:30:34,Esp,,,,,,,,,Hombre,Española,Sí,No,,No,,No,,,,,,,,
3/03/2021 15:45:31,Cat,Dona,Espanyola,No,No,,No,,No,,,,,,,,,,,,,,,,
3/03/2021 17:38:49,Cat,Home,Espanyola,Sí,Sí,No,Sí,No,No,,,,,,,,,,,,,,,,
3/03/2021 22:31:03,Cat,Dona,Espanyola,No,Sí,Sí,Sí,No,Sí,,,,,,,,,,,,,,,,
3/03/2021 22:57:47,Esp,,,,,,,,,Mujer,Española,No,No,No,No,No,Sí,,,,,,,,
4/03/2021 15:43:13,Cat,Dona,Espanyola,Sí,No,No,No,No,No,,,,,,,,,,,,,,,,
6/03/2021 9:18:24,Esp,,,,,,,,,Mujer,Española,Sí,Sí,Sí,Sí,Sí,Sí,,,,,,,,
10/03/2021 5:34:20,Cat,Home,Espanyola,Sí,Sí,No,No,No,Sí,,,,,,,,,,,,,,,,
10/03/2021 6:25:45,Cat,Home,Espanyola,Sí,Sí,Sí,Sí,Sí,No,,,,,,,,,,,,,,,,
10/03/2021 7:08:37,Esp,,,,,,,,,Hombre,Española,Sí,Sí,No,Sí,No,Sí,,,,,,,,
10/03/2021 7:10:37,Cat,Home,Espanyola,Sí,Sí,No,Sí,No,No,,,,,,,,,,,,,,,,
10/03/2021 7:12:26,Cat,Home,Espanyola,Sí,No,,No,,No,,,,,,,,,,,,,,,,
10/03/2021 7:23:21,Cat,Home,Espanyola,Sí,Sí,Sí,Sí,Sí,Sí,,,,,,,,,,,,,,,,
10/03/2021 7:31:31,Esp,,,,,,,,,Hombre,Española,Sí,Sí,Sí,No,,No,,,,,,,,
10/03/2021 9:03:58,Cat,Home,Espanyola,Sí,Sí,No,Sí,No,No,,,,,,,,,,,,,,,,
10/03/2021 16:28:43,Eng,,,,,,,,,,,,,,,,,Male,Spanish,Yes,Yes,No,No,,Yes
10/03/2021 19:46:08,Eng,,,,,,,,,,,,,,,,,Male,Spanish,Yes,No,Yes,No,No,No
11/03/2021 13:54:09,Cat,Home,Catalana,No,Sí,No,No,,No,,,,,,,,,,,,,,,,
12/03/2021 8:20:12,Cat,Home,Espanyola,Sí,No,,Sí,Sí,No,,,,,,,,,,,,,,,,
12/03/2021 8:28:55,Esp,,,,,,,,,Hombre,Española,No,No,No,No,No,No,,,,,,,,
12/03/2021 8:46:19,Esp,,,,,,,,,Hombre,Española,Sí,No,No,No,No,No,,,,,,,,
12/03/2021 8:48:06,Esp,,,,,,,,,Hombre,Española,Sí,Sí,No,No,,No,,,,,,,,
12/03/2021 9:07:34,Cat,Home,Espanyola,Sí,No,,No,,Sí,,,,,,,,,,,,,,,,
12/03/2021 10:35:04,Cat,Dona,Espanyola,No,Sí,Sí,Sí,Sí,No,,,,,,,,,,,,,,,,
12/03/2021 12:23:28,Cat,Home,Espanyola,No,Sí,No,Sí,No,No,,,,,,,,,,,,,,,,
12/03/2021 14:23:59,Cat,Dona,Espanyola,No,Sí,No,Sí,No,No,,,,,,,,,,,,,,,,
12/03/2021 14:32:13,Cat,Dona,Espanyola,No,No,,No,No,No,,,,,,,,,,,,,,,,
12/03/2021 14:47:26,Cat,Home,Espanyola,Sí,Sí,No,Sí,No,No,,,,,,,,,,,,,,,,
12/03/2021 15:14:13,Cat,Dona,Espanyola,Sí,Sí,No,No,No,No,,,,,,,,,,,,,,,,
12/03/2021 16:45:36,Cat,Dona,Espanyola,No,No,,No,,No,,,,,,,,,,,,,,,,
12/03/2021 20:02:30,Cat,Home,Espanyola,Sí,Sí,No,Sí,No,No,,,,,,,,,,,,,,,,
12/03/2021 20:03:41,Esp,,,,,,,,,Hombre,Española,Sí,No,,No,,Sí,,,,,,,,
12/03/2021 21:11:08,Cat,Home,Espanyola,Sí,No,,No,,No,,,,,,,,,,,,,,,,
13/03/2021 7:25:05,Cat,Dona,Espanyola,Sí,No,,No,,No,,,,,,,,,,,,,,,,
13/03/2021 9:55:48,Cat,Home,Espanyola,Sí,Sí,Sí,Sí,Sí,No,,,,,,,,,,,,,,,,
15/03/2021 18:16:36,Esp,,,,,,,,,Hombre,Española,Sí,Sí,Sí,Sí,No,Sí,,,,,,,,
16/03/2021 9:29:07,Esp,,,,,,,,,Hombre,Española,Sí,Sí,No,No,No,No,,,,,,,,
